reserva_id,origen_fila,event_date,grupo,customer_types,sin_tacc,status,reserved_at,canceled_at,checked_at,re_reserva,customer_id
G-00036,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,no_show,2026-07-01 08:15:57.432000-03:00,,,False,
G-00037,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,canceled,2026-07-01 08:16:25.747000-03:00,2026-07-01 10:58:58.992000-03:00,,False,
G-00038,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 08:16:41.433000-03:00,,,False,
G-00039,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,canceled,2026-07-01 08:17:03.536000-03:00,2026-07-01 09:26:50.204000-03:00,,False,
G-00040,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 08:17:16.436000-03:00,,,False,
G-00041,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,no_show,2026-07-01 08:17:44.032000-03:00,,,False,
G-00042,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 08:18:46.023000-03:00,,,False,
G-00043,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 08:19:07.176000-03:00,,,False,
G-00044,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 08:22:07.663000-03:00,,,False,
G-00045,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 08:23:22.576000-03:00,,,False,
G-00046,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,canceled,2026-07-01 08:24:54.910000-03:00,2026-07-01 09:15:15.130000-03:00,,False,
G-00047,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 08:26:12.679000-03:00,,,False,
G-00048,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 08:26:36.269000-03:00,,,False,
G-00049,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 08:27:00.067000-03:00,,,False,
G-00050,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,canceled,2026-07-01 08:27:47.699000-03:00,2026-07-01 08:51:26.910000-03:00,,False,
G-00051,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 08:28:40.452000-03:00,,,False,
G-00052,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,canceled,2026-07-01 08:28:44.920000-03:00,2026-07-01 09:18:21.123000-03:00,,False,
G-00053,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 08:29:01.777000-03:00,,,False,
G-00054,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,no_show,2026-07-01 08:32:34.633000-03:00,,,False,
G-00055,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,canceled,2026-07-01 08:32:46.376000-03:00,2026-07-01 09:28:29.199000-03:00,,False,
G-00056,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 08:33:24.443000-03:00,,,False,
G-00057,generado_ia,2026-07-01,Becas personal,Becas Docentes,False,no_show,2026-07-01 08:33:30.967000-03:00,,,False,
G-00058,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,canceled,2026-07-01 08:34:01.941000-03:00,2026-07-01 10:52:18.094000-03:00,,False,
G-00059,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado sin TACC,True,no_show,2026-07-01 08:35:59.985000-03:00,,,False,
G-00060,generado_ia,2026-07-01,Becas personal,Becas Nodocentes,False,no_show,2026-07-01 08:37:26.311000-03:00,,,False,
G-00061,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,canceled,2026-07-01 08:37:38.197000-03:00,2026-07-01 10:22:20.380000-03:00,,False,
G-00062,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 08:40:28.979000-03:00,,,False,
G-00063,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,canceled,2026-07-01 08:42:26.514000-03:00,2026-07-01 08:48:22.733000-03:00,,False,
G-00064,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,no_show,2026-07-01 08:43:17.513000-03:00,,,False,
G-00065,generado_ia,2026-07-01,Becas personal,Becas Nodocentes,False,canceled,2026-07-01 08:43:41.485000-03:00,2026-07-01 10:31:38.641000-03:00,,False,
G-00066,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 08:43:49.976000-03:00,,,False,
G-00067,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,no_show,2026-07-01 08:46:00.779000-03:00,,,False,
G-00068,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,no_show,2026-07-01 08:46:49.433000-03:00,,,False,
G-00069,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 08:48:25.575000-03:00,,,False,
G-00070,generado_ia,2026-07-01,Estudiantes,Estudiante Preuniversitario Monserrat,False,no_show,2026-07-01 08:49:59.946000-03:00,,,False,
G-00071,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,canceled,2026-07-01 08:55:10.108000-03:00,2026-07-01 08:59:32.007000-03:00,,False,
G-00072,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 08:56:37.008000-03:00,,,False,
G-00073,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,canceled,2026-07-01 08:58:16.278000-03:00,2026-07-01 10:33:03.890000-03:00,,False,
G-00074,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,canceled,2026-07-01 09:02:14.438000-03:00,2026-07-01 10:10:57.190000-03:00,,False,
G-00075,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 09:03:20.112000-03:00,,,False,
G-00076,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 09:03:30.911000-03:00,,,False,
G-00077,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,canceled,2026-07-01 09:03:38.786000-03:00,2026-07-01 10:47:06.983000-03:00,,False,
G-00078,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 09:04:29.212000-03:00,,,False,
G-00079,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 09:04:57.752000-03:00,,,False,
G-00080,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 09:08:36.177000-03:00,,,False,
G-00081,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,canceled,2026-07-01 09:14:04.407000-03:00,2026-07-01 10:26:39.597000-03:00,,False,
G-00082,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 09:14:07.846000-03:00,,,False,
G-00083,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 09:14:32.778000-03:00,,,False,
G-00084,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,canceled,2026-07-01 09:15:24.771000-03:00,2026-07-01 10:37:07.678000-03:00,,False,
G-00085,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 09:19:33.171000-03:00,,,False,
G-00086,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 09:19:45.858000-03:00,,,False,
G-00087,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 09:19:49.320000-03:00,,,False,
G-00088,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,canceled,2026-07-01 09:20:39.343000-03:00,2026-07-01 09:57:31.144000-03:00,,False,
G-00089,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,no_show,2026-07-01 09:21:41.832000-03:00,,,False,
G-00090,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 09:24:22.121000-03:00,,,False,
G-00091,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 09:24:42.914000-03:00,,,False,
G-00092,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 09:25:03.328000-03:00,,,False,
G-00093,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 09:25:26.365000-03:00,,,False,
G-00094,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 09:26:05.946000-03:00,,,False,
G-00095,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 09:26:49.727000-03:00,,,False,
G-00096,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,no_show,2026-07-01 09:35:13.554000-03:00,,,False,
G-00097,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 09:37:47.361000-03:00,,,False,
G-00098,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,no_show,2026-07-01 09:39:38.165000-03:00,,,False,
G-00099,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado sin TACC,True,no_show,2026-07-01 09:40:11.461000-03:00,,,False,
G-00100,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,canceled,2026-07-01 09:42:17.568000-03:00,2026-07-01 10:31:07.985000-03:00,,False,
G-00101,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,no_show,2026-07-01 09:44:22.652000-03:00,,,False,
G-00102,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,canceled,2026-07-01 09:44:39.720000-03:00,2026-07-01 10:56:56.003000-03:00,,False,
G-00103,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,canceled,2026-07-01 09:46:08.147000-03:00,2026-07-01 10:36:14.669000-03:00,,False,
G-00104,generado_ia,2026-07-01,Personal,Docente,False,no_show,2026-07-01 09:46:12.296000-03:00,,,False,
G-00105,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,canceled,2026-07-01 09:53:36.942000-03:00,2026-07-01 10:05:22.217000-03:00,,False,
G-00106,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,no_show,2026-07-01 09:55:08.312000-03:00,,,False,
G-00107,generado_ia,2026-07-01,Becas personal,Becas Nodocentes,False,no_show,2026-07-01 09:57:28.688000-03:00,,,False,
G-00108,generado_ia,2026-07-01,Becas personal,Becas Nodocentes,False,no_show,2026-07-01 09:58:34.164000-03:00,,,False,
G-00109,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,no_show,2026-07-01 10:01:09.362000-03:00,,,False,
G-00110,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,canceled,2026-07-01 10:10:57.587000-03:00,2026-07-01 10:25:28.486000-03:00,,False,
G-00111,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,canceled,2026-07-01 10:13:16-03:00,2026-07-01 10:59:31.796000-03:00,,False,
G-00112,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,canceled,2026-07-01 10:31:35.749000-03:00,2026-07-01 10:57:20.840000-03:00,,False,
G-00113,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 10:33:47.437000-03:00,,,False,
G-00114,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,canceled,2026-07-01 10:34:02.547000-03:00,2026-07-01 10:48:59.186000-03:00,,False,
G-00115,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,no_show,2026-07-01 10:44:39.133000-03:00,,,False,
G-00116,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,no_show,2026-07-01 10:46:57.558000-03:00,,,False,
G-00117,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 10:49:34.278000-03:00,,,False,
G-00118,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,canceled,2026-07-01 10:49:59.440000-03:00,2026-07-01 10:55:46.614000-03:00,,False,
G-00119,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 10:50:14.286000-03:00,,,False,
G-00120,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,canceled,2026-07-01 10:50:30.025000-03:00,2026-07-01 10:55:13.762000-03:00,,False,
G-00121,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,canceled,2026-07-01 10:50:33.554000-03:00,2026-07-01 10:58:44.930000-03:00,,False,
G-00122,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,canceled,2026-07-01 10:50:34.199000-03:00,2026-07-01 10:55:19.795000-03:00,,False,
G-00123,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 10:51:20.503000-03:00,,,False,
G-00124,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 10:51:49.386000-03:00,,,False,
G-00125,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,canceled,2026-07-01 10:52:41.513000-03:00,2026-07-01 10:54:17.557000-03:00,,False,
G-00126,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,canceled,2026-07-01 10:52:41.797000-03:00,2026-07-01 10:53:01.264000-03:00,,False,
G-00127,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,no_show,2026-07-01 10:54:53.709000-03:00,,,False,
G-00128,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,no_show,2026-07-01 10:55:40-03:00,,,False,
G-00129,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,canceled,2026-07-01 10:55:53.681000-03:00,2026-07-01 10:57:27.634000-03:00,,False,
G-00130,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 10:58:14.130000-03:00,,,False,
G-00131,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 12:20:08.390000-03:00,,,False,
G-00132,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,no_show,2026-07-02 08:00:21.834000-03:00,,,False,
G-00133,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,no_show,2026-07-02 08:00:36.345000-03:00,,,False,
G-00134,generado_ia,2026-07-02,Becas Nutrirse,Becas Nutrirse Vianda,False,canceled,2026-07-02 08:00:50.033000-03:00,2026-07-02 08:13:16.616000-03:00,,False,
G-00135,generado_ia,2026-07-02,Becas personal,Becas Nodocentes,False,no_show,2026-07-02 08:01:23.481000-03:00,,,False,
G-00136,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,no_show,2026-07-02 08:01:43.403000-03:00,,,False,
G-00137,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,no_show,2026-07-02 08:01:44.847000-03:00,,,False,
G-00138,generado_ia,2026-07-02,Becas Nutrirse,Becas Nutrirse Vianda,False,canceled,2026-07-02 08:02:28.537000-03:00,2026-07-02 09:01:43.117000-03:00,,False,
G-00139,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,no_show,2026-07-02 08:02:55.566000-03:00,,,False,
G-00140,generado_ia,2026-07-02,Becas Nutrirse,Becas Nutrirse Vianda,False,canceled,2026-07-02 08:03:02.172000-03:00,2026-07-02 09:35:02.595000-03:00,,False,
G-00141,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,no_show,2026-07-02 08:04:13.841000-03:00,,,False,
G-00142,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,canceled,2026-07-02 08:04:26.587000-03:00,2026-07-02 09:04:55.051000-03:00,,False,
G-00143,generado_ia,2026-07-02,Becas Nutrirse,Becas Nutrirse Vianda,False,no_show,2026-07-02 08:05:47.645000-03:00,,,False,
G-00144,generado_ia,2026-07-02,Becas personal,Becas Nodocentes,False,no_show,2026-07-02 08:06:11.756000-03:00,,,False,
G-00145,generado_ia,2026-07-02,Becas personal,Becas Nodocentes,False,no_show,2026-07-02 08:06:33.715000-03:00,,,False,
G-00146,generado_ia,2026-07-02,Becas personal,Becas Nodocentes,False,no_show,2026-07-02 08:07:04.967000-03:00,,,False,
G-00147,generado_ia,2026-07-02,Becas Nutrirse,Becas Nutrirse Vianda,False,no_show,2026-07-02 08:07:18.368000-03:00,,,False,
G-00148,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,no_show,2026-07-02 08:08:27.086000-03:00,,,False,
G-00149,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,no_show,2026-07-02 08:09:00.943000-03:00,,,False,
G-00150,generado_ia,2026-07-02,Becas Nutrirse,Becas Nutrirse Vianda,False,no_show,2026-07-02 08:09:58.106000-03:00,,,False,
G-00151,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,no_show,2026-07-02 08:12:45.150000-03:00,,,False,
G-00152,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,no_show,2026-07-02 08:13:04.977000-03:00,,,False,
G-00153,generado_ia,2026-07-02,Becas Nutrirse,Becas Nutrirse Vianda,False,canceled,2026-07-02 08:13:30.247000-03:00,2026-07-02 09:20:46.070000-03:00,,False,
G-00154,generado_ia,2026-07-02,Becas personal,Becas Nodocentes,False,no_show,2026-07-02 08:13:54.631000-03:00,,,False,
G-00155,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,no_show,2026-07-02 08:14:00.309000-03:00,,,False,
G-00156,generado_ia,2026-07-02,Becas Nutrirse,Becas Nutrirse Vianda,False,no_show,2026-07-02 08:14:39.197000-03:00,,,False,
G-00157,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,no_show,2026-07-02 08:18:08.756000-03:00,,,False,
G-00158,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,canceled,2026-07-02 08:21:23.808000-03:00,2026-07-02 10:49:21.173000-03:00,,False,
G-00159,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,no_show,2026-07-02 08:22:28.918000-03:00,,,False,
G-00160,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,no_show,2026-07-02 08:24:13.906000-03:00,,,False,
G-00161,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,no_show,2026-07-02 08:27:01.437000-03:00,,,False,
G-00162,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado sin TACC,True,no_show,2026-07-02 08:27:11.939000-03:00,,,False,
G-00163,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,no_show,2026-07-02 08:29:13.074000-03:00,,,False,
G-00164,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,no_show,2026-07-02 08:30:08.668000-03:00,,,False,
G-00165,generado_ia,2026-07-02,Becas Nutrirse,Becas Nutrirse Vianda,False,canceled,2026-07-02 08:31:46.589000-03:00,2026-07-02 09:41:24.906000-03:00,,False,
G-00166,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,no_show,2026-07-02 08:33:38.190000-03:00,,,False,
G-00167,generado_ia,2026-07-02,Becas personal,Becas Nodocentes,False,no_show,2026-07-02 08:34:11.932000-03:00,,,False,
G-00168,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,no_show,2026-07-02 08:35:46.702000-03:00,,,False,
G-00169,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,no_show,2026-07-02 08:37:13.040000-03:00,,,False,
G-00170,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,canceled,2026-07-02 08:37:55.740000-03:00,2026-07-02 08:41:37.648000-03:00,,False,
G-00171,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,no_show,2026-07-02 08:39:47.942000-03:00,,,False,
G-00172,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,no_show,2026-07-02 08:40:18.679000-03:00,,,False,
G-00173,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,no_show,2026-07-02 08:40:53.754000-03:00,,,False,
G-00174,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,canceled,2026-07-02 08:40:59.770000-03:00,2026-07-02 09:45:15.868000-03:00,,False,
G-00175,generado_ia,2026-07-02,Becas Nutrirse,Becas Nutrirse Vianda,False,canceled,2026-07-02 08:42:52.186000-03:00,2026-07-02 09:57:17.333000-03:00,,False,
G-00176,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,canceled,2026-07-02 08:43:51.885000-03:00,2026-07-02 10:44:04.513000-03:00,,False,
G-00177,generado_ia,2026-07-02,Becas Nutrirse,Becas Nutrirse Vianda,False,no_show,2026-07-02 08:44:30.069000-03:00,,,False,
G-00178,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,no_show,2026-07-02 08:46:35.717000-03:00,,,False,
G-00179,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,no_show,2026-07-02 08:47:23.988000-03:00,,,False,
G-00180,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,no_show,2026-07-02 08:47:47.089000-03:00,,,False,
G-00181,generado_ia,2026-07-02,Becas Nutrirse,Becas Nutrirse Vianda,False,canceled,2026-07-02 08:47:52.057000-03:00,2026-07-02 09:06:56.365000-03:00,,False,
G-00182,generado_ia,2026-07-02,Becas personal,Becas Nodocentes,False,canceled,2026-07-02 08:50:14.719000-03:00,2026-07-02 09:32:55.153000-03:00,,False,
G-00183,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,no_show,2026-07-02 08:50:18.495000-03:00,,,False,
G-00184,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,no_show,2026-07-02 08:50:44.922000-03:00,,,False,
G-00185,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,no_show,2026-07-02 08:55:00.572000-03:00,,,False,
G-00186,generado_ia,2026-07-02,Becas Nutrirse,Becas Nutrirse Vianda,False,canceled,2026-07-02 08:56:13.667000-03:00,2026-07-02 10:24:32.536000-03:00,,False,
G-00187,generado_ia,2026-07-02,Becas Nutrirse,Becas Nutrirse Vianda,False,canceled,2026-07-02 09:04:43.395000-03:00,2026-07-02 09:44:57.174000-03:00,,False,
G-00188,generado_ia,2026-07-02,Estudiantes,Estudiante de Grado,False,no_show,2026-07-02 09:04:47.014000-03:00,,,False,
