event_date,reserved_at,canceled_at,checked_at,status,customer_id,customer_types
2026-07-01,2026-07-01 09:18:47.286-03,NULL,2026-07-01 12:03:15.228-03,used,33,Estudiante de Grado
2026-07-01,2026-07-01 08:06:12.123-03,NULL,2026-07-01 12:03:18.272-03,used,34,Estudiante de Grado
2026-07-01,2026-07-01 08:02:22.312-03,NULL,2026-07-01 12:03:26.97-03,used,35,Estudiante de Grado
2026-07-01,2026-07-01 08:10:28.118-03,NULL,2026-07-01 12:03:30.627-03,used,36,Estudiante de Grado
2026-07-01,2026-07-01 08:03:18.426-03,NULL,2026-07-01 12:03:33.717-03,used,37,Estudiante de Grado
2026-07-01,2026-07-01 08:00:50.744-03,NULL,2026-07-01 12:03:36.625-03,used,38,Estudiante de Grado
2026-07-01,2026-07-01 09:57:51.326-03,NULL,2026-07-01 12:03:38.651-03,used,39,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:31:56.034-03,NULL,2026-07-01 12:03:41.58-03,used,40,Estudiante de Grado
2026-07-01,2026-07-01 09:27:20.002-03,NULL,2026-07-01 12:03:44.26-03,used,41,Estudiante de Grado
2026-07-01,2026-07-01 08:28:49.705-03,NULL,2026-07-01 12:04:02.256-03,used,42,Estudiante de Grado
2026-07-01,2026-07-01 08:37:46.622-03,NULL,2026-07-01 12:04:07.005-03,used,43,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:36:56.257-03,NULL,2026-07-01 12:04:09.589-03,used,44,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:58:28.026-03,NULL,2026-07-01 12:04:14.107-03,used,45,Estudiante de Grado
2026-07-01,2026-07-01 08:05:18.298-03,NULL,2026-07-01 12:04:17.841-03,used,46,Estudiante de Grado
2026-07-01,2026-07-01 08:00:17.73-03,NULL,2026-07-01 12:04:19.261-03,used,47,Estudiante de Grado
2026-07-01,2026-07-01 08:02:54.222-03,NULL,2026-07-01 12:04:23.704-03,used,48,Estudiante de Grado
2026-07-01,2026-07-01 08:12:54.29-03,NULL,2026-07-01 12:04:26.009-03,used,49,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:11:36.294-03,NULL,2026-07-01 12:04:28.409-03,used,50,Becas Nodocentes
2026-07-01,2026-07-01 08:00:59.796-03,NULL,2026-07-01 12:04:31.448-03,used,51,Estudiante de Grado
2026-07-01,2026-07-01 08:11:38.383-03,NULL,2026-07-01 12:04:33.929-03,used,52,Estudiante de Grado
2026-07-01,2026-07-01 08:38:23.958-03,NULL,2026-07-01 12:04:37.141-03,used,53,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:18:56.9-03,NULL,2026-07-01 12:04:39.656-03,used,54,Estudiante de Grado
2026-07-01,2026-07-01 09:27:31.486-03,NULL,2026-07-01 12:04:45.21-03,used,55,Estudiante de Grado
2026-07-01,2026-07-01 09:28:03.014-03,NULL,2026-07-01 12:04:54.765-03,used,56,Estudiante de Grado
2026-07-01,2026-07-01 08:25:35.17-03,NULL,2026-07-01 12:05:02.658-03,used,57,Estudiante de Grado
2026-07-01,2026-07-01 09:26:37.84-03,NULL,2026-07-01 12:05:06.468-03,used,58,Estudiante de Grado
2026-07-01,2026-07-01 08:16:15.293-03,NULL,2026-07-01 12:05:21.165-03,used,59,Estudiante de Grado
2026-07-01,2026-07-01 08:18:56.485-03,NULL,2026-07-01 12:05:25.535-03,used,60,Becas Nodocentes sin TACC
2026-07-01,2026-07-01 08:14:39.726-03,NULL,2026-07-01 12:05:30.495-03,used,61,Estudiante de Grado
2026-07-01,2026-07-01 08:05:08.993-03,NULL,2026-07-01 12:05:33.2-03,used,62,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:04:23.653-03,NULL,2026-07-01 12:05:34.638-03,used,63,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:04:31.092-03,NULL,2026-07-01 12:05:43.473-03,used,64,Estudiante de Grado
2026-07-01,2026-07-01 08:11:35.398-03,NULL,2026-07-01 12:05:47.702-03,used,65,Estudiante de Grado sin TACC
2026-07-01,2026-07-01 08:10:51.557-03,NULL,2026-07-01 12:05:51.599-03,used,66,Estudiante de Grado
2026-07-01,2026-07-01 08:15:12.51-03,NULL,2026-07-01 12:05:54.55-03,used,67,Estudiante de Grado
2026-07-01,2026-07-01 08:09:24.758-03,NULL,2026-07-01 12:05:57.838-03,used,68,Estudiante de Grado
2026-07-01,2026-07-01 08:40:54.637-03,NULL,2026-07-01 12:06:08.047-03,used,69,Becas Nutrirse Vianda
2026-07-01,2026-07-01 09:01:48.346-03,NULL,2026-07-01 12:06:11.386-03,used,70,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:54:37.927-03,NULL,2026-07-01 12:06:15.932-03,used,71,Becas Nutrirse Vianda
2026-07-01,2026-07-01 09:13:28.501-03,NULL,2026-07-01 12:06:20.281-03,used,72,Estudiante de Grado
2026-07-01,2026-07-01 08:07:10.083-03,NULL,2026-07-01 12:06:29.142-03,used,73,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:59:48.536-03,NULL,2026-07-01 12:06:32.636-03,used,74,Estudiante de Grado
2026-07-01,2026-07-01 10:59:04.652-03,NULL,2026-07-01 12:06:38.427-03,used,75,Estudiante de Grado
2026-07-01,2026-07-01 09:04:12.761-03,NULL,2026-07-01 12:06:44.783-03,used,76,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:14:22.367-03,NULL,2026-07-01 12:07:04.752-03,used,77,Estudiante de Grado
2026-07-01,2026-07-01 09:03:34.72-03,NULL,2026-07-01 12:07:25.686-03,used,78,Estudiante de Grado
2026-07-01,2026-07-01 08:51:30.869-03,NULL,2026-07-01 12:07:30.614-03,used,79,Estudiante de Grado
2026-07-01,2026-07-01 08:28:01.617-03,NULL,2026-07-01 12:07:36.333-03,used,80,Becas Nutrirse Vianda
2026-07-01,2026-07-01 09:44:35.641-03,NULL,2026-07-01 12:07:39.931-03,used,81,Becas Nutrirse Vianda
2026-07-01,2026-07-01 09:32:43.407-03,NULL,2026-07-01 12:07:42.194-03,used,82,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:27:12.461-03,NULL,2026-07-01 12:07:45.223-03,used,83,Estudiante de Grado
2026-07-01,2026-07-01 08:35:33.436-03,NULL,2026-07-01 12:07:55.467-03,used,84,Becas Nutrirse Vianda
2026-07-01,2026-07-01 09:13:17.841-03,NULL,2026-07-01 12:07:58.075-03,used,85,Estudiante de Grado
2026-07-01,2026-07-01 09:16:17.447-03,NULL,2026-07-01 12:08:00.992-03,used,86,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:09:45.161-03,NULL,2026-07-01 12:08:10.278-03,used,87,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:31:28.035-03,NULL,2026-07-01 12:08:14.321-03,used,88,Estudiante de Grado
2026-07-01,2026-07-01 08:45:21.975-03,NULL,2026-07-01 12:08:19.761-03,used,89,Estudiante de Grado
2026-07-01,2026-07-01 08:14:13.278-03,NULL,2026-07-01 12:08:27.887-03,used,90,Estudiante de Grado
2026-07-01,2026-07-01 08:09:10.939-03,NULL,2026-07-01 12:08:37.453-03,used,91,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:20:02.682-03,NULL,2026-07-01 12:08:41.094-03,used,92,Estudiante de Grado
2026-07-01,2026-07-01 08:04:04.511-03,NULL,2026-07-01 12:08:46.005-03,used,93,Estudiante de Grado
2026-07-01,2026-07-01 08:20:32.242-03,NULL,2026-07-01 12:09:07.894-03,used,94,Estudiante de Grado
2026-07-01,2026-07-01 08:21:51.511-03,NULL,2026-07-01 12:09:15.554-03,used,95,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:06:05.579-03,NULL,2026-07-01 12:09:19.729-03,used,96,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:00:06.584-03,NULL,2026-07-01 12:09:22.449-03,used,97,Estudiante de Grado
2026-07-01,2026-07-01 08:24:10.391-03,NULL,2026-07-01 12:09:29.335-03,used,98,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:22:56.321-03,NULL,2026-07-01 12:09:40.264-03,used,99,Estudiante de Grado
2026-07-01,2026-07-01 08:08:11.421-03,NULL,2026-07-01 12:09:43.125-03,used,100,Estudiante de Grado
2026-07-01,2026-07-01 08:00:15.441-03,NULL,2026-07-01 12:09:45.919-03,used,101,Estudiante de Grado
2026-07-01,2026-07-01 10:49:40.394-03,NULL,2026-07-01 12:09:51.08-03,used,102,Estudiante de Grado
2026-07-01,2026-07-01 08:01:38.728-03,NULL,2026-07-01 12:09:54.931-03,used,103,Estudiante de Grado
2026-07-01,2026-07-01 08:02:37.436-03,NULL,2026-07-01 12:10:00.975-03,used,104,Estudiante de Grado
2026-07-01,2026-07-01 08:03:28.051-03,NULL,2026-07-01 12:10:07.154-03,used,105,Estudiante de Grado
2026-07-01,2026-07-01 08:34:54.743-03,NULL,2026-07-01 12:10:33.64-03,used,106,Estudiante de Grado
2026-07-01,2026-07-01 08:52:54.515-03,NULL,2026-07-01 12:10:36.824-03,used,107,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:39:27.456-03,NULL,2026-07-01 12:10:41.338-03,used,108,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:21:46.065-03,NULL,2026-07-01 12:10:43.716-03,used,109,Estudiante de Grado
2026-07-01,2026-07-01 09:25:00.278-03,NULL,2026-07-01 12:10:48.191-03,used,110,Estudiante de Grado
2026-07-01,2026-07-01 09:36:29.636-03,NULL,2026-07-01 12:10:50.823-03,used,111,Becas Nutrirse Vianda
2026-07-01,2026-07-01 09:23:35.381-03,NULL,2026-07-01 12:10:53.725-03,used,112,Estudiante de Grado
2026-07-01,2026-07-01 08:22:52.7-03,NULL,2026-07-01 12:10:58.343-03,used,113,Becas Nutrirse Vianda
2026-07-01,2026-07-01 09:27:53.085-03,NULL,2026-07-01 12:11:05.356-03,used,114,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:00:04.445-03,NULL,2026-07-01 12:11:07.979-03,used,115,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:05:11.876-03,NULL,2026-07-01 12:11:10.952-03,used,116,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:05:02.599-03,NULL,2026-07-01 12:11:12.728-03,used,117,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:16:35.745-03,NULL,2026-07-01 12:11:18.074-03,used,118,Estudiante de Grado
2026-07-01,2026-07-01 08:16:31.15-03,NULL,2026-07-01 12:11:31.566-03,used,119,Estudiante de Grado
2026-07-01,2026-07-01 08:33:22.518-03,NULL,2026-07-01 12:11:37.677-03,used,120,Estudiante de Grado
2026-07-01,2026-07-01 09:06:08.856-03,NULL,2026-07-01 12:12:05.507-03,used,121,Becas Nutrirse Vianda
2026-07-01,2026-07-01 10:50:33.274-03,NULL,2026-07-01 12:12:15.518-03,used,122,Estudiante de Grado
2026-07-01,2026-07-01 08:05:03.422-03,NULL,2026-07-01 12:12:20.669-03,used,123,Becas Nutrirse Vianda
2026-07-01,2026-07-01 09:14:51.524-03,NULL,2026-07-01 12:12:24.533-03,used,124,Estudiante de Grado
2026-07-01,2026-07-01 08:03:23.376-03,NULL,2026-07-01 12:12:27.936-03,used,125,Estudiante de Grado
2026-07-01,2026-07-01 09:42:27.616-03,NULL,2026-07-01 12:12:31.682-03,used,126,Becas Nutrirse Vianda
2026-07-01,2026-07-01 09:39:44.359-03,NULL,2026-07-01 12:12:39.56-03,used,127,Becas Nutrirse Vianda
2026-07-01,2026-07-01 09:05:36.467-03,NULL,2026-07-01 12:12:45.473-03,used,128,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:00:22.553-03,NULL,2026-07-01 12:12:51.203-03,used,129,Estudiante de Grado
2026-07-01,2026-07-01 08:00:30.493-03,NULL,2026-07-01 12:12:56.802-03,used,130,Estudiante de Grado
2026-07-01,2026-07-01 09:15:40.31-03,NULL,2026-07-01 12:12:59.722-03,used,131,Estudiante de Grado
2026-07-01,2026-07-01 08:06:21.436-03,NULL,2026-07-01 12:13:02.378-03,used,132,Estudiante de Grado
2026-07-01,2026-07-01 09:08:15.809-03,NULL,2026-07-01 12:13:04.948-03,used,133,Estudiante de Grado
2026-07-01,2026-07-01 08:01:08.72-03,NULL,2026-07-01 12:13:09.004-03,used,134,Estudiante de Grado
2026-07-01,2026-07-01 08:09:33.673-03,NULL,2026-07-01 12:13:12.457-03,used,135,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:20:02.009-03,NULL,2026-07-01 12:13:17.485-03,used,136,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:36:23.862-03,NULL,2026-07-01 12:13:19.572-03,used,137,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:35:38.855-03,NULL,2026-07-01 12:13:21.981-03,used,138,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:11:34.929-03,NULL,2026-07-01 12:13:39.085-03,used,139,Estudiante de Grado
2026-07-01,2026-07-01 08:07:48.597-03,NULL,2026-07-01 12:13:42.242-03,used,140,Estudiante de Grado
2026-07-01,2026-07-01 09:02:59.455-03,NULL,2026-07-01 12:14:09.049-03,used,141,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:40:05.707-03,NULL,2026-07-01 12:14:11.006-03,used,142,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:56:48.338-03,NULL,2026-07-01 12:14:16.611-03,used,143,Becas Nutrirse Vianda
2026-07-01,2026-07-01 09:21:49.594-03,NULL,2026-07-01 12:14:26.382-03,used,144,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:26:51.918-03,NULL,2026-07-01 12:14:35.095-03,used,145,Estudiante de Grado
2026-07-01,2026-07-01 08:12:23.367-03,NULL,2026-07-01 12:14:36.793-03,used,146,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:53:22.44-03,NULL,2026-07-01 12:14:42.176-03,used,147,Estudiante de Grado
2026-07-01,2026-07-01 08:53:30.158-03,NULL,2026-07-01 12:14:44.891-03,used,148,Estudiante de Grado
2026-07-01,2026-07-01 08:14:04.2-03,NULL,2026-07-01 12:14:49.006-03,used,149,Becas Nutrirse Vianda
2026-07-01,2026-07-01 09:29:07.053-03,NULL,2026-07-01 12:15:24.54-03,used,150,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:40:52.642-03,NULL,2026-07-01 12:15:27.578-03,used,151,Estudiante de Grado
2026-07-01,2026-07-01 09:09:36.504-03,NULL,2026-07-01 12:15:30.894-03,used,152,Docente
2026-07-01,2026-07-01 08:12:46.434-03,NULL,2026-07-01 12:16:03.941-03,used,153,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:13:23.278-03,NULL,2026-07-01 12:16:18.667-03,used,154,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:40:25.072-03,NULL,2026-07-01 12:16:23.613-03,used,155,Estudiante de Grado
2026-07-01,2026-07-01 08:01:43.539-03,NULL,2026-07-01 12:16:25.222-03,used,156,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:26:45.293-03,NULL,2026-07-01 12:16:28.35-03,used,157,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:00:42.468-03,NULL,2026-07-01 12:16:31.173-03,used,158,Estudiante de Grado
2026-07-01,2026-07-01 09:08:35.416-03,NULL,2026-07-01 12:16:43.272-03,used,159,Estudiante de Grado
2026-07-01,2026-07-01 09:10:36.34-03,NULL,2026-07-01 12:16:47.205-03,used,160,Estudiante de Grado
2026-07-01,2026-07-01 08:03:58.116-03,NULL,2026-07-01 12:16:50.391-03,used,161,Estudiante de Grado
2026-07-01,2026-07-01 08:02:59.249-03,NULL,2026-07-01 12:16:52.558-03,used,162,Estudiante de Grado
2026-07-01,2026-07-01 08:12:35.22-03,NULL,2026-07-01 12:16:54.822-03,used,163,Becas Nodocentes
2026-07-01,2026-07-01 08:05:15.368-03,NULL,2026-07-01 12:16:57.983-03,used,164,Estudiante de Grado
2026-07-01,2026-07-01 08:13:11.386-03,NULL,2026-07-01 12:17:00.318-03,used,165,Estudiante de Grado
2026-07-01,2026-07-01 09:26:21.437-03,NULL,2026-07-01 12:17:04.069-03,used,166,Estudiante de Grado
2026-07-01,2026-07-01 09:27:13.379-03,NULL,2026-07-01 12:17:06.163-03,used,167,Estudiante de Grado
2026-07-01,2026-07-01 09:28:26.049-03,NULL,2026-07-01 12:17:08.588-03,used,168,Becas Nutrirse Vianda
2026-07-01,2026-07-01 09:37:23.491-03,NULL,2026-07-01 12:17:13.485-03,used,169,Estudiante de Grado
2026-07-01,2026-07-01 09:15:10.627-03,NULL,2026-07-01 12:17:20.96-03,used,170,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:00:20.498-03,NULL,2026-07-01 12:17:23.944-03,used,171,Estudiante de Grado
2026-07-01,2026-07-01 08:40:02.679-03,NULL,2026-07-01 12:17:27.459-03,used,172,Becas Nutrirse Vianda
2026-07-01,2026-07-01 09:11:11.308-03,NULL,2026-07-01 12:17:38.862-03,used,173,Estudiante de Grado
2026-07-01,2026-07-01 09:14:57.077-03,NULL,2026-07-01 12:17:42.967-03,used,174,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:06:31.637-03,NULL,2026-07-01 12:17:46.007-03,used,175,Estudiante de Grado
2026-07-01,2026-07-01 08:41:27.665-03,NULL,2026-07-01 12:17:48.754-03,used,176,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:03:27.649-03,NULL,2026-07-01 12:17:51.134-03,used,177,Becas Nutrirse Vianda
2026-07-01,2026-07-01 09:54:27.346-03,NULL,2026-07-01 12:17:53.835-03,used,178,Becas Nutrirse Vianda
2026-07-01,2026-07-01 09:06:50.023-03,NULL,2026-07-01 12:17:56.261-03,used,179,Becas Nutrirse Vianda
2026-07-01,2026-07-01 10:17:44.267-03,NULL,2026-07-01 12:17:58.818-03,used,180,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:01:36.257-03,NULL,2026-07-01 12:18:01.792-03,used,181,Becas Nutrirse Vianda
2026-07-01,2026-07-01 09:18:01.152-03,NULL,2026-07-01 12:18:04.67-03,used,182,Estudiante de Grado
2026-07-01,2026-07-01 09:54:27.943-03,NULL,2026-07-01 12:18:15.056-03,used,183,Estudiante de Grado
2026-07-01,2026-07-01 08:02:02.025-03,NULL,2026-07-01 12:18:19.543-03,used,184,Estudiante de Grado
2026-07-01,2026-07-01 10:31:39.773-03,NULL,2026-07-01 12:18:22.563-03,used,185,Becas Nodocentes
2026-07-01,2026-07-01 08:35:37.802-03,NULL,2026-07-01 12:18:30.82-03,used,186,Estudiante de Grado
2026-07-01,2026-07-01 08:15:56.881-03,NULL,2026-07-01 12:18:35.634-03,used,187,Estudiante de Grado
2026-07-01,2026-07-01 08:40:10.971-03,NULL,2026-07-01 12:18:40.022-03,used,188,Estudiante de Grado
2026-07-01,2026-07-01 09:18:19.48-03,NULL,2026-07-01 12:18:42.14-03,used,189,Estudiante de Grado
2026-07-01,2026-07-01 08:08:16.173-03,NULL,2026-07-01 12:18:44.346-03,used,190,Estudiante de Grado
2026-07-01,2026-07-01 08:46:51.771-03,NULL,2026-07-01 12:18:47.938-03,used,191,Estudiante de Grado
2026-07-01,2026-07-01 08:00:29.759-03,NULL,2026-07-01 12:18:51.209-03,used,192,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:02:27.327-03,NULL,2026-07-01 12:18:54.684-03,used,193,Estudiante de Grado
2026-07-01,2026-07-01 09:05:57.598-03,NULL,2026-07-01 12:19:00.642-03,used,194,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:55:56.289-03,NULL,2026-07-01 12:19:04.845-03,used,195,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:11:32.924-03,NULL,2026-07-01 12:19:32.235-03,used,196,Estudiante de Grado
2026-07-01,2026-07-01 08:41:14.385-03,NULL,2026-07-01 12:19:35.75-03,used,197,Estudiante de Grado
2026-07-01,2026-07-01 08:06:39.513-03,NULL,2026-07-01 12:19:37.702-03,used,198,Estudiante de Grado
2026-07-01,2026-07-01 08:05:54.844-03,NULL,2026-07-01 12:19:40.561-03,used,199,Estudiante de Grado
2026-07-01,2026-07-01 10:03:38.117-03,NULL,2026-07-01 12:19:44.855-03,used,200,Becas Nutrirse Vianda
2026-07-01,2026-07-01 09:56:36.198-03,NULL,2026-07-01 12:19:48.585-03,used,201,Nodocente
2026-07-01,2026-07-01 10:56:15.958-03,NULL,2026-07-01 12:20:11.43-03,used,202,Estudiante de Grado
2026-07-01,2026-07-01 08:01:25.451-03,NULL,2026-07-01 12:20:16.211-03,used,203,Estudiante de Grado
2026-07-01,2026-07-01 09:02:18.87-03,NULL,2026-07-01 12:20:18.608-03,used,204,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:04:16.547-03,NULL,2026-07-01 12:20:21.719-03,used,205,Estudiante de Grado
2026-07-01,2026-07-01 08:03:39.557-03,NULL,2026-07-01 12:20:24.533-03,used,206,Estudiante de Grado
2026-07-01,2026-07-01 08:28:44.545-03,NULL,2026-07-01 12:20:27.671-03,used,207,Estudiante de Grado
2026-07-01,2026-07-01 08:56:21.405-03,NULL,2026-07-01 12:20:38.9-03,used,208,Estudiante Preuniversitario Monserrat
2026-07-01,2026-07-01 08:50:56.29-03,NULL,2026-07-01 12:20:42.499-03,used,209,Estudiante Preuniversitario Monserrat
2026-07-01,2026-07-01 09:59:35.463-03,NULL,2026-07-01 12:20:45.248-03,used,210,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:21:37.89-03,NULL,2026-07-01 12:20:48.601-03,used,211,Estudiante de Grado
2026-07-01,2026-07-01 08:13:07.91-03,NULL,2026-07-01 12:20:51.174-03,used,212,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:15:51.426-03,NULL,2026-07-01 12:20:53.189-03,used,213,Estudiante de Grado
2026-07-01,2026-07-01 08:00:55.78-03,NULL,2026-07-01 12:20:55.404-03,used,214,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:01:20.214-03,NULL,2026-07-01 12:21:03.556-03,used,215,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:09:11.109-03,NULL,2026-07-01 12:21:07.613-03,used,216,Estudiante de Grado
2026-07-01,2026-07-01 10:57:10.191-03,NULL,2026-07-01 12:21:32.704-03,used,217,Estudiante de Grado
2026-07-01,2026-07-01 10:56:29.715-03,NULL,2026-07-01 12:21:38.554-03,used,218,Estudiante de Grado
2026-07-01,2026-07-01 08:01:47.425-03,NULL,2026-07-01 12:21:47.358-03,used,219,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:00:05.528-03,NULL,2026-07-01 12:21:51.412-03,used,220,Estudiante de Grado
2026-07-01,2026-07-01 08:04:20.294-03,NULL,2026-07-01 12:21:54.066-03,used,221,Estudiante de Grado
2026-07-01,2026-07-01 08:00:26.48-03,NULL,2026-07-01 12:21:56.702-03,used,222,Estudiante de Grado
2026-07-01,2026-07-01 08:30:42.767-03,NULL,2026-07-01 12:21:59.166-03,used,223,Estudiante de Grado
2026-07-01,2026-07-01 09:00:51.658-03,NULL,2026-07-01 12:22:01.962-03,used,224,Estudiante de Grado
2026-07-01,2026-07-01 09:01:03.868-03,NULL,2026-07-01 12:22:05.169-03,used,225,Estudiante de Grado
2026-07-01,2026-07-01 08:59:07.642-03,NULL,2026-07-01 12:22:07.726-03,used,226,Estudiante de Grado
2026-07-01,2026-07-01 08:47:56.864-03,NULL,2026-07-01 12:22:10.378-03,used,227,Estudiante de Grado
2026-07-01,2026-07-01 08:31:08.669-03,NULL,2026-07-01 12:22:12.899-03,used,228,Estudiante de Grado
2026-07-01,2026-07-01 08:01:34.576-03,NULL,2026-07-01 12:22:15.458-03,used,229,Becas Nutrirse Vianda
2026-07-01,2026-07-01 08:22:45.271-03,NULL,2026-07-01 12:22:19.756-03,used,230,Estudiante de Grado
