reserva_id,origen_fila,event_date,grupo,customer_types,sin_tacc,status,reserved_at,canceled_at,checked_at,re_reserva,customer_id
R-00278,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:00:28.781000-03:00,,2026-07-01 12:26:39.291000-03:00,False,278
R-00963,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:00:29.114000-03:00,,2026-07-01 13:51:37.063000-03:00,False,963
G-00005,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,canceled,2026-07-01 08:00:29.599000-03:00,2026-07-01 08:56:01.535000-03:00,,False,
R-00192,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:00:29.759000-03:00,,2026-07-01 12:18:51.209000-03:00,False,192
R-00012,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:00:29.997000-03:00,,2026-07-01 12:01:38.232000-03:00,False,12
R-00130,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:00:30.493000-03:00,,2026-07-01 12:12:56.802000-03:00,False,130
R-00455,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:00:31.504000-03:00,,2026-07-01 12:47:31.608000-03:00,False,455
R-00346,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:00:32.034000-03:00,,2026-07-01 12:33:31.364000-03:00,False,346
R-00405,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:00:33.429000-03:00,,2026-07-01 12:40:25.732000-03:00,False,405
R-00587,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:00:39.538000-03:00,,2026-07-01 13:06:04.783000-03:00,False,587
R-00345,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:00:39.645000-03:00,,2026-07-01 12:33:28.831000-03:00,False,345
R-00158,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:00:42.468000-03:00,,2026-07-01 12:16:31.173000-03:00,False,158
R-00246,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:00:44.847000-03:00,,2026-07-01 12:23:26.310000-03:00,False,246
R-00809,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:00:45.950000-03:00,,2026-07-01 13:28:34.256000-03:00,False,809
R-00386,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:00:46.288000-03:00,,2026-07-01 12:39:11.985000-03:00,False,386
R-01097,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:00:47.879000-03:00,,2026-07-01 14:19:06.660000-03:00,False,1097
R-00038,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:00:50.744000-03:00,,2026-07-01 12:03:36.625000-03:00,False,38
R-00678,real,2026-07-01,Becas personal,Becas Nodocentes,False,used,2026-07-01 08:00:52.732000-03:00,,2026-07-01 13:14:24.055000-03:00,False,678
R-00372,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:00:52.890000-03:00,,2026-07-01 12:37:27.001000-03:00,False,372
R-00013,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:00:54.547000-03:00,,2026-07-01 12:01:41.562000-03:00,False,13
R-00214,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:00:55.780000-03:00,,2026-07-01 12:20:55.404000-03:00,False,214
R-00051,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:00:59.796000-03:00,,2026-07-01 12:04:31.448000-03:00,False,51
R-00280,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:01:01.925000-03:00,,2026-07-01 12:26:46.315000-03:00,False,280
R-00254,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:01:02.913000-03:00,,2026-07-01 12:24:07.956000-03:00,False,254
R-00776,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:01:03.954000-03:00,,2026-07-01 13:25:36.270000-03:00,False,776
R-00243,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:01:07.991000-03:00,,2026-07-01 12:23:11.434000-03:00,False,243
G-00006,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 08:01:08.163000-03:00,,,False,
R-00134,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:01:08.720000-03:00,,2026-07-01 12:13:09.004000-03:00,False,134
R-00448,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:01:10.201000-03:00,,2026-07-01 12:46:13.009000-03:00,False,448
R-00396,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:01:11.505000-03:00,,2026-07-01 12:39:44.117000-03:00,False,396
R-00481,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:01:12.900000-03:00,,2026-07-01 12:51:41.242000-03:00,False,481
R-00607,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:01:18.566000-03:00,,2026-07-01 13:08:06.784000-03:00,False,607
R-00528,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:01:19.291000-03:00,,2026-07-01 12:58:43.739000-03:00,False,528
R-01009,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:01:19.420000-03:00,,2026-07-01 14:00:28.524000-03:00,False,1009
G-00007,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,canceled,2026-07-01 08:01:19.462000-03:00,2026-07-01 10:40:27.468000-03:00,,False,
R-00215,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:01:20.214000-03:00,,2026-07-01 12:21:03.556000-03:00,False,215
G-00008,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 08:01:20.712000-03:00,,,False,
R-00371,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:01:20.989000-03:00,,2026-07-01 12:37:23.866000-03:00,False,371
R-00718,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:01:24.431000-03:00,,2026-07-01 13:18:25.637000-03:00,False,718
R-00203,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:01:25.451000-03:00,,2026-07-01 12:20:16.211000-03:00,False,203
R-00553,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:01:25.804000-03:00,,2026-07-01 13:01:24.210000-03:00,False,553
R-00421,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:01:26.647000-03:00,,2026-07-01 12:42:39.383000-03:00,False,421
R-00498,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:01:26.652000-03:00,,2026-07-01 12:55:08.482000-03:00,False,498
R-00523,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:01:28.634000-03:00,,2026-07-01 12:58:23.129000-03:00,False,523
R-00391,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:01:29.335000-03:00,,2026-07-01 12:39:25.796000-03:00,False,391
R-00705,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:01:30.272000-03:00,,2026-07-01 13:17:01.496000-03:00,False,705
R-00636,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:01:30.672000-03:00,,2026-07-01 13:11:14.792000-03:00,False,636
R-00422,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:01:31.805000-03:00,,2026-07-01 12:42:49.303000-03:00,False,422
R-01172,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:01:32.367000-03:00,,2026-07-01 14:32:03.252000-03:00,False,1172
R-00424,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:01:33.016000-03:00,,2026-07-01 12:42:57.191000-03:00,False,424
R-00229,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:01:34.576000-03:00,,2026-07-01 12:22:15.458000-03:00,False,229
R-00181,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:01:36.257000-03:00,,2026-07-01 12:18:01.792000-03:00,False,181
R-00103,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:01:38.728000-03:00,,2026-07-01 12:09:54.931000-03:00,False,103
R-00588,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:01:39.523000-03:00,,2026-07-01 13:06:08.087000-03:00,False,588
R-00156,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:01:43.539000-03:00,,2026-07-01 12:16:25.222000-03:00,False,156
R-00277,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:01:45.931000-03:00,,2026-07-01 12:26:32.240000-03:00,False,277
R-00219,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:01:47.425000-03:00,,2026-07-01 12:21:47.358000-03:00,False,219
R-00701,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:01:48.256000-03:00,,2026-07-01 13:16:50.592000-03:00,False,701
R-00363,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:01:50.180000-03:00,,2026-07-01 12:36:16.410000-03:00,False,363
R-00266,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:01:51.324000-03:00,,2026-07-01 12:25:19.671000-03:00,False,266
G-00009,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,no_show,2026-07-01 08:01:51.346000-03:00,,,False,
R-00602,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:01:52.732000-03:00,,2026-07-01 13:07:36.864000-03:00,False,602
R-00847,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:01:53.705000-03:00,,2026-07-01 13:35:33.552000-03:00,False,847
R-01007,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:01:55.035000-03:00,,2026-07-01 13:59:57.149000-03:00,False,1007
R-00274,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:01:59.580000-03:00,,2026-07-01 12:26:07.115000-03:00,False,274
R-00184,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:02:02.025000-03:00,,2026-07-01 12:18:19.543000-03:00,False,184
R-00719,real,2026-07-01,Estudiantes,Estudiante Preuniversitario Monserrat,False,used,2026-07-01 08:02:05.582000-03:00,,2026-07-01 13:18:28.952000-03:00,False,719
R-00913,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:02:08.451000-03:00,,2026-07-01 13:43:24.666000-03:00,False,913
R-00415,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:02:09.934000-03:00,,2026-07-01 12:41:31.936000-03:00,False,415
R-00367,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:02:13.133000-03:00,,2026-07-01 12:36:54.821000-03:00,False,367
R-01130,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:02:13.155000-03:00,,2026-07-01 14:23:19.815000-03:00,False,1130
R-00756,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:02:15.990000-03:00,,2026-07-01 13:24:07.284000-03:00,False,756
R-00532,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:02:16.084000-03:00,,2026-07-01 12:59:09.302000-03:00,False,532
R-00859,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:02:18.324000-03:00,,2026-07-01 13:36:49.723000-03:00,False,859
R-00674,real,2026-07-01,Becas personal,Becas Nodocentes,False,used,2026-07-01 08:02:20.506000-03:00,,2026-07-01 13:14:05.216000-03:00,False,674
R-00289,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:02:21.247000-03:00,,2026-07-01 12:28:07.728000-03:00,False,289
R-00035,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:02:22.312000-03:00,,2026-07-01 12:03:26.970000-03:00,False,35
R-00027,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:02:25.726000-03:00,,2026-07-01 12:03:00.220000-03:00,False,27
R-00936,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:02:26.815000-03:00,,2026-07-01 13:45:55.021000-03:00,False,936
R-00193,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:02:27.327000-03:00,,2026-07-01 12:18:54.684000-03:00,False,193
G-00010,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 08:02:27.761000-03:00,,,False,
R-00988,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:02:27.949000-03:00,,2026-07-01 13:56:51.459000-03:00,False,988
G-00011,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,canceled,2026-07-01 08:02:31.731000-03:00,2026-07-01 09:21:46.503000-03:00,,False,
R-00930,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:02:31.830000-03:00,,2026-07-01 13:45:04.930000-03:00,False,930
R-00007,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:02:36.836000-03:00,,2026-07-01 12:01:26.313000-03:00,False,7
R-00104,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:02:37.436000-03:00,,2026-07-01 12:10:00.975000-03:00,False,104
R-00580,real,2026-07-01,Becas personal,Becas Nodocentes,False,used,2026-07-01 08:02:37.842000-03:00,,2026-07-01 13:05:24.979000-03:00,False,580
R-01073,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:02:38.494000-03:00,,2026-07-01 14:13:28.710000-03:00,False,1073
R-00890,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:02:47.509000-03:00,,2026-07-01 13:41:01.642000-03:00,False,890
G-00012,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,canceled,2026-07-01 08:02:48.668000-03:00,2026-07-01 10:55:48.201000-03:00,,False,
R-00267,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:02:49.708000-03:00,,2026-07-01 12:25:24.461000-03:00,False,267
R-00841,real,2026-07-01,Becas personal,Becas Nodocentes,False,used,2026-07-01 08:02:49.828000-03:00,,2026-07-01 13:33:52.549000-03:00,False,841
G-00013,generado_ia,2026-07-01,Becas personal,Becas Nodocentes,False,no_show,2026-07-01 08:02:50.008000-03:00,,,False,
G-00014,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,no_show,2026-07-01 08:02:50.770000-03:00,,,False,
R-01080,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:02:52.116000-03:00,,2026-07-01 14:14:27.145000-03:00,False,1080
R-00048,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:02:54.222000-03:00,,2026-07-01 12:04:23.704000-03:00,False,48
R-00368,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:02:54.510000-03:00,,2026-07-01 12:36:59.389000-03:00,False,368
R-00162,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:02:59.249000-03:00,,2026-07-01 12:16:52.558000-03:00,False,162
R-01029,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:03:01.780000-03:00,,2026-07-01 14:04:09.303000-03:00,False,1029
R-00018,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:03:02.116000-03:00,,2026-07-01 12:02:36.608000-03:00,False,18
R-00257,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:03:08.217000-03:00,,2026-07-01 12:24:28.950000-03:00,False,257
R-00579,real,2026-07-01,Becas personal,Becas Nodocentes,False,used,2026-07-01 08:03:08.960000-03:00,,2026-07-01 13:04:42.979000-03:00,False,579
G-00015,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 08:03:15.461000-03:00,,,False,
R-00037,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:03:18.426000-03:00,,2026-07-01 12:03:33.717000-03:00,False,37
G-00016,generado_ia,2026-07-01,Estudiantes,Estudiante de Grado,False,no_show,2026-07-01 08:03:18.805000-03:00,,,False,
R-00400,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:03:19.951000-03:00,,2026-07-01 12:40:08.199000-03:00,False,400
R-00707,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:03:20.196000-03:00,,2026-07-01 13:17:26.264000-03:00,False,707
R-00785,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:03:21.439000-03:00,,2026-07-01 13:26:00.399000-03:00,False,785
R-00125,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:03:23.376000-03:00,,2026-07-01 12:12:27.936000-03:00,False,125
R-00505,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:03:23.610000-03:00,,2026-07-01 12:56:13.458000-03:00,False,505
G-00017,generado_ia,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,no_show,2026-07-01 08:03:27.473000-03:00,,,False,
R-00177,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:03:27.649000-03:00,,2026-07-01 12:17:51.134000-03:00,False,177
R-00815,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:03:27.744000-03:00,,2026-07-01 13:29:42.199000-03:00,False,815
R-00105,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:03:28.051000-03:00,,2026-07-01 12:10:07.154000-03:00,False,105
R-00860,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:03:29.514000-03:00,,2026-07-01 13:37:02.955000-03:00,False,860
R-00482,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:03:30.710000-03:00,,2026-07-01 12:51:43.368000-03:00,False,482
R-00499,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:03:37.308000-03:00,,2026-07-01 12:55:17.024000-03:00,False,499
R-00206,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:03:39.557000-03:00,,2026-07-01 12:20:24.533000-03:00,False,206
R-00301,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:03:50.563000-03:00,,2026-07-01 12:29:30.894000-03:00,False,301
R-00430,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:03:51.474000-03:00,,2026-07-01 12:43:44.833000-03:00,False,430
R-00339,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:03:56.365000-03:00,,2026-07-01 12:33:07.690000-03:00,False,339
R-00161,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:03:58.116000-03:00,,2026-07-01 12:16:50.391000-03:00,False,161
R-00945,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:03:59.863000-03:00,,2026-07-01 13:47:30.513000-03:00,False,945
R-00010,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:04:02.642000-03:00,,2026-07-01 12:01:32.898000-03:00,False,10
R-00745,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:04:04.339000-03:00,,2026-07-01 13:22:31.615000-03:00,False,745
R-00093,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:04:04.511000-03:00,,2026-07-01 12:08:46.005000-03:00,False,93
R-01014,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:04:05.707000-03:00,,2026-07-01 14:00:47.544000-03:00,False,1014
R-00964,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:04:07.565000-03:00,,2026-07-01 13:51:43.545000-03:00,False,964
R-00268,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:04:16.291000-03:00,,2026-07-01 12:25:28.577000-03:00,False,268
R-00205,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:04:16.547000-03:00,,2026-07-01 12:20:21.719000-03:00,False,205
R-00888,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:04:16.842000-03:00,,2026-07-01 13:40:55.752000-03:00,False,888
R-00221,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:04:20.294000-03:00,,2026-07-01 12:21:54.066000-03:00,False,221
R-00989,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:04:20.412000-03:00,,2026-07-01 13:56:53.715000-03:00,False,989
R-00434,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:04:20.564000-03:00,,2026-07-01 12:43:58.329000-03:00,False,434
R-00757,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:04:23.641000-03:00,,2026-07-01 13:24:16.386000-03:00,False,757
R-00063,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:04:23.653000-03:00,,2026-07-01 12:05:34.638000-03:00,False,63
R-00609,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:04:26.195000-03:00,,2026-07-01 13:08:16.541000-03:00,False,609
R-00941,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:04:30.129000-03:00,,2026-07-01 13:47:05.007000-03:00,False,941
R-00064,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:04:31.092000-03:00,,2026-07-01 12:05:43.473000-03:00,False,64
R-01081,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:04:33.436000-03:00,,2026-07-01 14:14:29.421000-03:00,False,1081
R-00509,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:04:40.782000-03:00,,2026-07-01 12:56:29.418000-03:00,False,509
R-00794,real,2026-07-01,Becas personal,Becas Nodocentes,False,used,2026-07-01 08:04:44.697000-03:00,,2026-07-01 13:26:58.719000-03:00,False,794
R-00292,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:04:50.137000-03:00,,2026-07-01 12:28:23.401000-03:00,False,292
R-00746,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:04:53.897000-03:00,,2026-07-01 13:22:35.135000-03:00,False,746
R-01103,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:04:54.211000-03:00,,2026-07-01 14:19:38.451000-03:00,False,1103
R-00117,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:05:02.599000-03:00,,2026-07-01 12:11:12.728000-03:00,False,117
R-00123,real,2026-07-01,Becas Nutrirse,Becas Nutrirse Vianda,False,used,2026-07-01 08:05:03.422000-03:00,,2026-07-01 12:12:20.669000-03:00,False,123
R-01161,real,2026-07-01,Estudiantes,Estudiante de Grado,False,used,2026-07-01 08:05:05.110000-03:00,,2026-07-01 14:27:40.930000-03:00,False,1161
